,pred
3621,9667.01
3622,51463.07
3623,51254.14
3624,25533.14
3625,2428.1
3626,4152.91
3627,5524.57
3628,6388.04
3629,2748.49
3630,6558.26
3631,61226.26
3632,6375.29
3633,54646.57
3634,4180.78
3635,5214.04
3636,54319.11
3637,59919.22
3638,8694.305
3639,8879.49
3640,6386.45
3641,10502.42
3642,54692.3
3643,6859.16
3644,6235.95
3645,4925.37
3646,16057.3
3647,5607.66
3648,60241.8
3649,11139.79
3650,5678.58
3651,7399.76
3652,5827.22
3653,5704.73
3654,11405.07
3655,50031.1
3656,4520.39
3657,6464.22
3658,1689.05
3659,5096.71
3660,2398.5
3661,43922.61
3662,46539.92
3663,6254.25
3664,57572.71
3665,9629.373333333333
3666,6022.24
3667,57299.03
3668,4601.99
3669,66521.38
3670,5866.28
3671,65566.39
3672,56971.54
3673,1931.01
3674,6512.88
3675,6300.05
3676,6442.22
3677,7429.74
3678,5086.99
3679,5975.1
3680,45185.37
3681,6900.02
3682,4328.26
3683,61266.96
3684,11908.72
3685,6511.03
3686,8172.13
3687,50087.06
3688,6727.8
3689,5418.95
3690,56431.22
3691,4501.45
3692,65897.73
3693,57657.33
3694,3865.64
3695,67159.15
3696,5246.23
3697,6559.84
3698,4349.9
3699,8379.23
3700,5254.73
3701,6065.71
3702,49673.96
3703,6356.53
3704,18483.5
3705,15692.99
3706,4168.58
3707,7091.46
3708,5498.98
3709,7905.61
3710,2302.58
3711,4073.03
3712,11438.57
3713,6335.71
3714,6234.52
3715,4683.98
3716,6304.17
3717,7298.23
3718,51414.53
3719,60388.74
3720,3310.34
3721,5294.91
3722,18400.48
3723,5079.13
3724,5823.81
3725,59334.54
3726,59916.43
3727,2408.6
3728,10865.02
3729,4384.0
3730,62653.42
3731,4892.53
3732,59428.73
3733,5439.36
3734,13207.09
3735,7283.26
3736,50304.08
3737,3189.74
3738,63600.76
3739,6236.98
3740,5448.57
3741,12377.74
3742,64663.12
3743,42487.88
3744,30212.7
3745,43863.67
3746,55370.07
3747,67601.16
3748,49995.7
3749,5615.16
3750,3813.03
3751,52050.36
3752,50135.42
3753,5205.32
3754,6137.04
3755,44871.34
3756,3498.48
3757,13086.78
3758,48281.03
3759,13347.92
3760,6186.4
3761,5479.81
3762,12245.96
3763,6114.52
3764,9138.63
3765,48775.73
3766,4668.69
3767,2498.61
3768,22634.9
3769,55707.84
3770,4835.38
3771,6410.05
3772,7698.24
3773,5036.96
3774,6846.91
3775,61186.76
3776,6633.62
3777,6394.27
3778,7353.15
3779,12995.35
3780,6324.14
3781,11035.69
3782,51356.37
3783,68677.48
3784,5579.23
3785,4327.06
3786,3947.64
3787,12151.68
3788,5430.24
3789,6121.58
3790,4918.27
3791,3964.26
3792,51062.18
3793,6018.94
3794,7608.381666666667
3795,5847.43
3796,12224.21
3797,51629.47
3798,61725.38
3799,67634.92
3800,49285.91
3801,6566.0
3802,5371.88
3803,51563.9
3804,7340.66
3805,53269.38
3806,13217.81
3807,57493.56
3808,45858.61
3809,5155.34
3810,8375.35
3811,3843.63
3812,4814.98
3813,47609.43
3814,38633.54
3815,3420.22
3816,61476.29
3817,2799.69
3818,50199.67
3819,4794.53
3820,42966.11
3821,9440.13
3822,4515.9
3823,7935.428000000001
3824,57017.85
3825,6313.7
3826,5704.7
3827,1608.09
3828,7284.33
3829,16424.55
3830,44859.33
3831,6340.16
3832,6113.23
3833,5059.22
3834,2357.86
3835,54518.56
3836,11386.65
3837,6705.51
3838,5284.72
3839,79013.59
3840,2704.07
3841,46188.99
3842,18296.48
3843,4945.53
3844,7126.47
3845,52943.37
3846,8333.9
3847,62778.93
3848,12560.23
3849,6774.25
3850,56153.2
3851,12021.49
3852,3923.41
3853,4740.01
3854,64088.2
3855,57418.5
3856,50134.49
3857,2599.13
3858,4921.76
3859,8800.79
3860,10809.48
3861,4792.57
3862,5245.59
3863,5744.9
3864,57474.92
3865,46198.14
3866,51083.7
3867,30847.26
3868,3128.67
3869,62597.57
3870,70264.6
3871,7343.03
3872,4731.32
3873,57896.15
3874,54242.85
3875,6044.6
3876,2355.63
3877,51618.24
3878,2943.35
3879,7542.18
3880,4003.32
3881,56340.87
3882,5416.46
3883,9881.6
3884,3841.28
3885,11147.26
3886,6279.76
3887,4015.8
3888,3707.3
3889,72753.51
3890,5127.38
3891,13138.15
3892,6316.4
3893,21308.88
3894,66307.33
3895,5721.29
3896,52757.8
3897,6417.25
3898,15028.26
3899,42531.22
3900,6016.57
3901,8414.36
3902,4460.38
3903,2502.34
3904,1697.25
3905,11224.78
3906,13045.82
3907,6228.57
3908,6513.32
3909,6335.08
3910,53876.67
3911,10914.64
3912,6706.39
3913,5279.03
3914,6985.92
3915,5120.04
3916,2885.43
3917,7265.59
3918,6798.48
3919,4465.97
3920,39786.42
3921,47939.83
3922,2412.0
3923,2222.02
3924,4774.17
3925,5367.38
3926,50986.82
3927,5851.77
3928,13410.08
3929,5152.95
3930,6489.65
3931,3708.16
3932,2786.96
3933,5889.88
3934,6083.4
3935,65628.5
3936,10065.05
3937,5333.93
3938,3222.69
3939,6986.3875
3940,57296.37
3941,6800.11
3942,4363.55
3943,56653.63
3944,12928.36
3945,1457.24
3946,11094.12
3947,3315.85
3948,42457.0
3949,7282.24
3950,47936.49
3951,4474.48
3952,5292.06
3953,5662.29
3954,50598.2
3955,10847.11
3956,2517.16
3957,12020.03
3958,15323.0
3959,6191.82
3960,5348.87
3961,5830.12
3962,62517.08
3963,28293.92
3964,6388.91
3965,4987.14
3966,49988.79
3967,63352.91
3968,5234.97
3969,11441.76
3970,13486.71
3971,54746.0
3972,4479.58
3973,6384.81
3974,58342.73
3975,43638.27
3976,5906.34
3977,48444.67
3978,3373.6
3979,6045.32
3980,6198.08
3981,2287.05
3982,48426.81
3983,5267.84
3984,15014.7
3985,60185.83
3986,12002.21
3987,5061.6
3988,5690.12
3989,6611.49
3990,10736.94
3991,3042.51
3992,53766.98
3993,25170.48
3994,5497.72
3995,6241.8
3996,5546.56
3997,4750.56
3998,3358.22
3999,4984.1
4000,6472.5
4001,20937.48
4002,4788.27
4003,7844.44
4004,12746.19
4005,3611.35
4006,10790.7
4007,12354.55
4008,6222.84
4009,53624.44
4010,3146.63
4011,6478.34
4012,6293.3
4013,6314.59
4014,24951.86
4015,48838.65
4016,5056.79
4017,5092.07
4018,5923.21
4019,5674.34
4020,5381.2
4021,4917.59
4022,67542.45
4023,56380.04
4024,59628.42
4025,6844.37
4026,3023.03
4027,10087.58
4028,9307.21
4029,7720.6
4030,12113.73
4031,76373.67
4032,55775.88
4033,12635.63
4034,7742.06
4035,32108.86
4036,4286.03
4037,12819.58
4038,4057.26
4039,4386.88
4040,13096.35
4041,2695.48
4042,8776.22
4043,6671.93
4044,2120.6
4045,10326.21
4046,53544.42
4047,49914.89
4048,14742.82
4049,6822.72
4050,59438.11
4051,10393.7
4052,8084.966666666667
4053,60460.83
4054,4455.96
4055,5771.29
4056,4710.37
4057,6480.17
4058,13207.77
4059,43701.66
4060,6430.89
4061,6544.02
4062,8430.21
4063,4654.65
4064,6471.91
4065,66587.11
4066,10720.12
4067,2918.65
4068,9982.37
4069,7364.51
4070,2626.75
4071,5264.89
4072,2247.28
4073,5381.68
4074,53301.04
4075,3591.3
4076,55459.27
4077,61740.55
4078,4271.12
4079,11963.64
4080,55949.44
4081,5602.48
4082,39779.51
4083,6198.21
4084,9524.58
4085,5186.49
4086,5889.09
4087,3501.55
4088,61613.34
4089,6064.39
4090,4783.97
4091,68009.98
4092,13288.39
4093,5377.67
4094,2201.98
4095,5924.69
4096,22815.92
4097,11925.24
4098,63812.42
4099,7062.71
4100,58882.33
4101,13178.7
4102,63029.51
4103,3965.29
4104,49604.41
4105,13314.26
4106,3163.36
4107,35694.81
4108,3989.18
4109,63966.56
4110,5023.82
4111,3447.45
4112,2553.19
4113,67740.94
4114,5685.96
4115,44746.58
4116,49460.71
4117,4554.02
4118,6911.59
4119,6456.9
4120,4445.0
4121,45173.99
4122,5326.58
4123,10039.84
4124,12272.19
4125,6029.51
4126,7253.14
4127,15312.09
4128,6953.28
4129,4608.08
4130,5630.47
4131,4408.88
4132,55482.64
4133,7553.72
4134,50157.21
4135,12032.17
4136,48765.37
4137,5988.41
4138,55664.86
4139,4437.0
4140,48286.47
4141,55441.79
4142,2165.72
4143,6241.16
4144,5658.32
4145,8125.89
4146,10755.62
4147,6415.27
4148,13340.62
4149,58377.02
4150,9533.486666666666
4151,4704.02
4152,51196.76
4153,14176.43
4154,2079.18
4155,25517.02
4156,4754.02
4157,7122.56
4158,4866.1
4159,1865.94
4160,4520.64
4161,66039.06
4162,4338.27
4163,7030.16
4164,6748.43
4165,58001.47
4166,47088.2
4167,5134.96
4168,34741.09
4169,52542.82
4170,6489.82
4171,3162.36
4172,39564.93
4173,3152.3
4174,4439.76
4175,52089.33
4176,5557.17
4177,32932.04
4178,49055.53
4179,6548.24
4180,4721.04
4181,46723.09
4182,46269.48
4183,54654.06
4184,5527.13
4185,50055.45
4186,8649.93
4187,5648.99
4188,10157.21
4189,13214.45
4190,6119.78
4191,10770.44
4192,8602.3
4193,5815.05
4194,3906.23
4195,4716.71
4196,6242.29
4197,6880.59
4198,30455.78
4199,14603.36
4200,66408.23
4201,9653.4
4202,17910.8
4203,3760.12
4204,4973.74
4205,14999.08
4206,61410.63
4207,54191.94
4208,48835.54
4209,60035.94
4210,9292.505
4211,2321.93
4212,6902.45
4213,5366.23
4214,7852.25
4215,49968.07
4216,6649.49
4217,6950.74
4218,36317.36
4219,5876.56
4220,7335.78
4221,17086.65
4222,3139.49
4223,2644.07
4224,41055.22
4225,9274.8
4226,5575.24
4227,3032.22
4228,63559.77
4229,18362.22
4230,46795.34
4231,3386.78
4232,61605.71
4233,5469.47
4234,50724.73
4235,62152.33
4236,54910.37
4237,6775.58
4238,7581.16
4239,5705.25
4240,3995.01
4241,4812.73
4242,5674.04
4243,13704.11
4244,9819.35
4245,12578.35
4246,11456.92
4247,57256.0
4248,6211.48
4249,49659.31
4250,5189.34
4251,53294.4
4252,8123.37
4253,2127.18
4254,60457.57
4255,7026.99
4256,5669.65
4257,54252.6
4258,6995.41
4259,66532.71
4260,11975.81
4261,6410.57
4262,46077.21
4263,5136.56
4264,55297.85
4265,2747.65
4266,4341.69
4267,6306.53
4268,5267.24
4269,46493.71
4270,9716.13
4271,3127.55
4272,43115.38
4273,12662.3
4274,66141.19
4275,5297.6
4276,5057.51
4277,4034.75
4278,50087.75
4279,4191.97
4280,63173.85
4281,13123.39
4282,6989.66
4283,46156.33
4284,4662.4
4285,14593.13
4286,6818.33
4287,14797.61
4288,6368.21
4289,2276.41
4290,55264.26
4291,51054.22
4292,7263.19
4293,6234.09
4294,2439.55
4295,12527.51
4296,11928.25
4297,3997.68
4298,8153.26
4299,5027.46
4300,32958.43
4301,7175.14
4302,6087.55
4303,4708.37
4304,4603.48
4305,7022.04
4306,5191.79
4307,7319.0
4308,17835.93
4309,6635.29
4310,5993.47
4311,13537.05
4312,31237.29
4313,36864.95
4314,44249.63
4315,5700.93
4316,45847.24
4317,45910.25
4318,7189.56
4319,12078.67
4320,5894.69
4321,5757.97
4322,6300.65
4323,54243.36
4324,58936.34
4325,19389.57
4326,6497.24
4327,3304.29
4328,7144.54
4329,5376.27
4330,5835.5
4331,53158.33
4332,60186.01
4333,6443.32
4334,6467.07
4335,2661.4
4336,5789.3
4337,8671.38
4338,5503.35
4339,4535.38
4340,54622.98
4341,9156.31
4342,49189.93
4343,3478.4
4344,52772.74
4345,48554.76
4346,7722.13
4347,7644.23
4348,14666.37
4349,5427.62
4350,5850.79
4351,59736.72
4352,7316.42
4353,52524.59
4354,4116.21
4355,5875.82
4356,5522.94
4357,48998.51
4358,47683.87
4359,5261.4
4360,4927.95
4361,5471.89
4362,5640.7
4363,5940.89
4364,5368.71
4365,11533.03
4366,6137.22
4367,2997.46
4368,48862.2
4369,11928.22
4370,5734.39
4371,4329.99
4372,56982.21
4373,17453.04
4374,4308.12
4375,5129.91
4376,3819.99
4377,42564.65
4378,5716.14
4379,6184.94
4380,4436.54
4381,17170.71
4382,49176.36
4383,50062.1
4384,4994.96
4385,23090.0
4386,10229.52
4387,6138.68
4388,50294.48
4389,15128.42
4390,58083.93
4391,3065.1
4392,11587.98
4393,7637.76
4394,57601.57
4395,3223.67
4396,60908.4
4397,6361.24
4398,68027.54
4399,50427.12
4400,5673.06
4401,10623.23
4402,6496.34
4403,6420.66
4404,1638.85
4405,16404.08
4406,6581.7
4407,28837.96
4408,4961.16
4409,11593.79
4410,2842.55
4411,4451.14
4412,58361.72
4413,4377.92
4414,12871.96
4415,55435.08
4416,3787.89
4417,25670.81
4418,12930.12
4419,7416.34
4420,55056.7
4421,6882.55
4422,64816.81
4423,56239.96
4424,2657.66
4425,47228.96
4426,8641.46
4427,4582.48
4428,2592.44
4429,2815.84
4430,12396.82
4431,4216.48
4432,6813.22
4433,4881.79
4434,4572.0
4435,2262.2
4436,5471.32
4437,5209.04
4438,5302.45
4439,3223.44
4440,8025.5
4441,2415.84
4442,7740.32
4443,6524.8
4444,2464.91
4445,5861.9
4446,74110.66
4447,1681.74
4448,2760.49
4449,6123.85
4450,6988.08
4451,29067.48
4452,4812.21
4453,6548.51
4454,57687.34
4455,66912.22
4456,10285.2
4457,12210.36
4458,8544.47
4459,61617.38
4460,50851.33
4461,5541.52
4462,78997.06
4463,55121.16
4464,6155.57
4465,4396.03
4466,4487.86
4467,5742.6
4468,54241.31
4469,7075.29
4470,62032.58
4471,5070.56
4472,5674.97
4473,10133.96
4474,6671.53
4475,11421.09
4476,8474.56
4477,2577.1
4478,4946.9
4479,47894.78
4480,5180.91
4481,8851.0
4482,51045.68
4483,52623.12
4484,47230.68
4485,6947.04
4486,4090.86
4487,13297.48
4488,57027.62
4489,4603.04
4490,16116.28
4491,3069.39
4492,63354.09
4493,53619.45
4494,50617.89
4495,11190.76
4496,6922.17
4497,11181.32
4498,4456.58
4499,26320.16
4500,17368.12
4501,2318.96
